ICD_CODE,LONG_DESCRIPTION,MACSS_GROUP
Q32.1,Other congenital malformations of trachea,CONGENITAL_ANOMALIES
Q32.2,Congenital bronchomalacia,CONGENITAL_ANOMALIES
Q32.3,Congenital stenosis of bronchus,CONGENITAL_ANOMALIES
Q32.4,Other congenital malformations of bronchus,CONGENITAL_ANOMALIES
Q33.0,Congenital cystic lung,CONGENITAL_ANOMALIES
Q33.1,Accessory lobe of lung,CONGENITAL_ANOMALIES
Q33.2,Sequestration of lung,CONGENITAL_ANOMALIES
Q33.3,Agenesis of lung,CONGENITAL_ANOMALIES
Q33.4,Congenital bronchiectasis,CONGENITAL_ANOMALIES
Q33.5,Ectopic tissue in lung,CONGENITAL_ANOMALIES
Q33.6,Hypoplasia and dysplasia of lung,CONGENITAL_ANOMALIES
Q33.8,Other congenital malformations of lung,CONGENITAL_ANOMALIES
Q33.9,"Congenital malformation of lung, unspecified",CONGENITAL_ANOMALIES
Q34.,Other congenital malformations of respiratory system,CONGENITAL_ANOMALIES
Q34.0,Anomaly of pleura,CONGENITAL_ANOMALIES
Q34.1,Congenital cyst of mediastinum,CONGENITAL_ANOMALIES
Q34.8,Other specified congenital malformations of respiratory system,CONGENITAL_ANOMALIES
Q34.9,"Congenital malformation of respiratory system, unspecified",CONGENITAL_ANOMALIES
Q35.0,"Cleft hard palate, bilateral",CONGENITAL_ANOMALIES
Q35.1,Cleft hard palate,CONGENITAL_ANOMALIES
Q35.2,"Cleft soft palate, bilateral",CONGENITAL_ANOMALIES
Q35.3,Cleft soft palate,CONGENITAL_ANOMALIES
Q35.4,"Cleft hard palate with cleft soft palate, bilateral",CONGENITAL_ANOMALIES
Q35.5,Cleft hard palate with cleft soft palate,CONGENITAL_ANOMALIES
Q35.6,"Cleft palate, medial",CONGENITAL_ANOMALIES
Q35.7,Cleft uvula,CONGENITAL_ANOMALIES
Q35.8,"Cleft palate, unspecified, bilateral",CONGENITAL_ANOMALIES
Q35.9,"Cleft palate, unspecified",CONGENITAL_ANOMALIES
Q36.0,"Cleft lip, bilateral",CONGENITAL_ANOMALIES
Q36.1,"Cleft lip, median",CONGENITAL_ANOMALIES
Q36.9,"Cleft lip, unilateral",CONGENITAL_ANOMALIES
Q37.0,Cleft hard palate with bilateral cleft lip,CONGENITAL_ANOMALIES
Q37.1,Cleft hard palate with unilateral cleft lip,CONGENITAL_ANOMALIES
Q37.2,Cleft soft palate with bilateral cleft lip,CONGENITAL_ANOMALIES
Q37.3,Cleft soft palate with unilateral cleft lip,CONGENITAL_ANOMALIES
Q37.4,Cleft hard and soft palate with bilateral cleft lip,CONGENITAL_ANOMALIES
Q37.5,Cleft hard and soft palate with unilateral cleft lip,CONGENITAL_ANOMALIES
Q37.8,Unspecified cleft palate with bilateral cleft lip,CONGENITAL_ANOMALIES
Q37.9,Unspecified cleft palate with unilateral cleft lip,CONGENITAL_ANOMALIES
Q38.,"Other congenital malformations of tongue, mouth and pharynx",CONGENITAL_ANOMALIES
Q38.0,Congenital malformations of lips,CONGENITAL_ANOMALIES
Q38.1,Ankyloglossia,CONGENITAL_ANOMALIES
Q38.2,Macroglossia,CONGENITAL_ANOMALIES
Q38.3,Other and unspecified congenital malformations of tongue,CONGENITAL_ANOMALIES
Q38.4,Congenital malformations of salivary glands and ducts,CONGENITAL_ANOMALIES
Q38.5,"Congenital malformations of palate, not elsewhere classified",CONGENITAL_ANOMALIES
Q38.6,Other and unspecified congenital malformations of mouth,CONGENITAL_ANOMALIES
Q38.7,Pharyngeal pouch,CONGENITAL_ANOMALIES
Q38.8,Other and unspecified congenital malformations of pharynx,CONGENITAL_ANOMALIES
Q39.0,Atresia of oesophagus without fistula,CONGENITAL_ANOMALIES
Q39.1,Atresia of oesophagus with oesophageal fistula,CONGENITAL_ANOMALIES
Q39.11,Atresia of oesophagus with fistula between trachea and upper oesophageal pouch,CONGENITAL_ANOMALIES
Q39.12,Atresia of oesophagus with fistula between trachea and lower oesophageal pouch,CONGENITAL_ANOMALIES
Q39.19,Atresia of oesophagus with tracheo-oesophageal fistula,CONGENITAL_ANOMALIES
